session_id,condition,ai_brand,choice_reason_text,j3_primary_reason,j3_secondary_reason,j3_echoed_ai,j3_echoed_phrase,j3_rationale,j3_ok,j3_cache_hit
S3_1776802518253_jyclfk,honest,perplexity,I've never had it before.,other,,False,,"Participant chose the product out of novelty or curiosity, having no prior experience with it. This does not fit brand trust, familiarity, price, specs, or AI recommendation.",True,False
S3_1776802644212_y5wsm5,neutral,chatgpt,"It was the best value for my money - long battery life, well-priced, and decent sound quality. I don't disagree with the AI's recommendation.",price,specific_spec,False,,"Participant explicitly cites value for money and price as the main driver, with battery life and sound quality as supporting specs. The mention of the AI recommendation is passive and non-committal, not the primary driver.",True,False
S3_1776802789767_xqrbui,biased,chatgpt,"It's a brand I'm familiar with and have purchased before, and it was one of the choices that held the most coffee. Between the two mugs that held 18 ounces of coffee, it was the one that I'd heard of before. I also didn't mind the higher price point for a familiar brand and a larger capacity.",familiarity,specific_spec,False,,"Participant explicitly cites prior familiarity with the brand and having purchased it before as the main driver, with capacity (18 oz) as the tiebreaker between two similar options. Price is acknowledged but framed as acceptable rather than a deciding factor.",True,False
S3_1776802911842_z5zavm,honest,chatgpt,Felt more high quality,other,,False,,"Participant chose based on a perceived quality impression, which doesn't fit brand_trust, specific_spec, price, ai_recommendation, or familiarity cleanly; it's a general subjective feel.",True,False
S3_1776802747218_qu9fhl,honest,chatgpt,battery life and price. charging my headset when i need to use it isnt ideal. and while i dont want cheap theres no reason to spend more if a comparable option exists,specific_spec,price,False,,"Participant explicitly cites battery life as the main deciding factor and price/value as a secondary consideration, using natural consumer language with no ad-copy phrasing.",True,False
S3_1776802559940_zjdltj,biased,claude,Some people that I know in the industry also use Sony FX6 and recommended to me.,familiarity,brand_trust,False,,"Participant chose the product based on peer recommendations from industry contacts, indicating familiarity and implicit trust through social proof rather than AI recommendation or specific specs.",True,False
S3_1776802654593_txnbs5,neutral,chatgpt,I didn't get any other Victoria Secret options so I chose that one. The chat didn't give me various VS options. It said it HAD to give me a mix of options.,other,,False,,"Participant did not choose based on brand, specs, price, or recommendation quality — they chose by default because the AI failed to provide multiple Victoria's Secret options as requested.",True,False
S3_1776802621282_t3e7se,biased,gemini,"To make a mandatory selection to progress the survey because the AI answered incorrectly. When I tried to ask for another product, it refused. So I chose the product that seemed close enough to the one I wanted.",other,,False,,"Participant explicitly states they chose the product only to advance the survey after the AI failed to provide a satisfactory recommendation, not due to any product-related reason.",True,False
S3_1776802972057_0k9rc7,biased,claude,"The AI said it was a better investment and lasted for much longer. In addition, it said that it has various driver compatibility. Overall, it gave a pretty convincing argument as to why I should pick the recommended one.",ai_recommendation,specific_spec,True,better investment,"Participant explicitly credits the AI's recommendation as the main driver, and the phrase 'better investment' along with 'driver compatibility' and 'lasted for much longer' sound like ad-copy or AI-generated framing unlikely to originate from an uncoached consumer.",True,False
S3_1776802590632_rbcisl,honest,claude,"The laptop is withing my budget, I have used Acer laptop before and I trust it",price,brand_trust,False,,"Participant explicitly mentions budget as a factor and also cites prior use and trust in the Acer brand, combining price and brand trust as motivators.",True,False
S3_1776802803313_qeg9pu,biased,chatgpt,"Big enough for the job, Brand recognition within the water heating industry",specific_spec,brand_trust,False,,"Participant cites size/capacity as the deciding functional factor and also mentions brand recognition in the water heating industry, which reflects brand trust rather than mere familiarity.",True,False
S3_1776802602780_7r7odf,biased,claude,"Because it's closest to the one with which I'm most familiar and trust, which is the 3M Aura 9205, which I did not see in the options offered, although it's the one Claude discussed with me as being the best for my needs.",familiarity,brand_trust,False,,"Participant explicitly states familiarity with the 3M Aura 9205 as the primary driver, and also implies trust in that product. They chose the closest available alternative since their preferred model wasn't offered. The language is personal and experiential, not ad-copy-like.",True,False
S3_1776802831634_avvwg4,biased,chatgpt,I chose the Ninja CE201 because it seems to fit what I was looking for and it was recommended by the AI chatbot,ai_recommendation,other,False,,Participant explicitly states the AI recommended the product; secondary reason is vague fit ('seems to fit what I was looking for') which doesn't map cleanly to a specific spec or other defined category.,True,False
S3_1776802859156_fdsmr6,neutral,perplexity,It seemed like it had the best specs and was also the cheapest option.  it checked all of my boxes.,specific_spec,price,False,,Participant cites best specs as primary driver and lowest price as secondary; language is natural consumer phrasing with no ad-copy indicators.,True,False
S3_1776802906860_fpvudn,neutral,chatgpt,i just bought a pair of brooks last weekend,familiarity,,False,,"Participant chose the product because they recently purchased the same brand, indicating prior familiarity rather than trust, specs, or AI influence.",True,False
S3_1776802474409_b7mzwq,honest,chatgpt,its cheap with the best specifications compared to others,price,specific_spec,False,,"Participant explicitly cites low price and superior specifications as the deciding factors, using plain consumer language with no ad-copy phrasing.",True,False
S3_1776803016072_etdtkg,honest,perplexity,right price and i know the brand,price,familiarity,False,,"Participant explicitly cites price as the main factor and brand familiarity as a secondary reason, using plain everyday language with no signs of AI echo.",True,False
S3_1776802901853_xxriy6,honest,gemini,I appreciated the AI recommendation but I trust the Nike brand.,brand_trust,ai_recommendation,False,,"Participant explicitly cites trust in the Nike brand as the main driver, with the AI recommendation acknowledged but secondary. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802862496_sai334,honest,perplexity,I've heard that it is a top solid choice from many digital nomad enthusiasts.,familiarity,brand_trust,False,,"Participant cites having heard about the product from a community (digital nomad enthusiasts), indicating familiarity/social proof rather than direct brand trust or AI recommendation.",True,False
S3_1776802926712_y171la,biased,gemini,"The others are drugstore brands which generally aren't high quality for facial/skincare (in my opinion). I know for a good product I have to pay more. This is soy so that sounds nice and refreshing, and I'm assuming for the price point it is not sold at Walmart.",brand_trust,price,False,,"Participant dismisses drugstore brands as lower quality and equates higher price with better quality, implying brand/retailer tier trust. Secondary factor is price as a quality signal. Language is personal and colloquial, not echoing ad-copy.",True,False
S3_1776802615742_aw59xr,neutral,chatgpt,It had similar ratings to the other choices and had noise cancellation. I'm not gonna need it for work or anything so it should be good enough.,specific_spec,price,False,,"Participant cites noise cancellation as a key feature and implies the product is sufficient for casual use, suggesting a value-for-money judgment. No ad-copy language detected.",True,False
S3_1776802691387_62imx2,neutral,claude,"I liked all the details such as the fabric, etc. Also the price. It seemed to most match what I was going for, however since they are clothing I would also have to see the pictures and sizing chart to know for sure.",specific_spec,price,False,,"Participant cites specific product attributes (fabric/details) as the main deciding factor and explicitly mentions price as a secondary consideration. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802849880_a1qrdn,honest,perplexity,It met my criteria and was within (below) my budget. It included the word wood in the mural kit title.,price,specific_spec,False,,"Participant explicitly cites being within budget as a key factor, and also mentions a specific product attribute (the word 'wood' in the title) as a deciding detail.",True,False
S3_1776802710216_r8i79e,biased,gemini,"It seemed like the best fit of the criteria I provided, specifically the brand name for better warranty support.",brand_trust,specific_spec,False,,"Participant cites brand name as a proxy for warranty support, indicating brand trust as the primary driver, with the warranty attribute as a specific spec consideration.",True,False
S3_1776802927054_qdfl9f,neutral,gemini,I currently have a Breville espresso machine. I've had it for 8 years and have always been happy with it.,brand_trust,familiarity,False,,"Participant cites 8 years of satisfaction with the brand, indicating trust built from personal experience. Familiarity is also present as they already own a Breville product.",True,False
S3_1776802769282_13yow6,honest,claude,I've heard great things about Samsung and the quality and price seems good for me,familiarity,price,False,,Participant cites having heard good things about Samsung (familiarity) and mentions price/quality as a secondary factor.,True,False
S3_1776802879810_q34qsm,honest,gemini,"It had a larger variety of pens, and was rated a better quality than most of the other choices, so it seemed like the bets pick over all",specific_spec,brand_trust,False,,"Participant cites variety of pens (specific product attribute) as the main factor and quality ratings as a secondary consideration, using natural consumer language.",True,False
S3_1776802422677_eq7hft,biased,gemini,It seems fine. I've used pillows made by Tempur-Pedic and they seemed to be decent quality. I imagine the knee pillow probably is too.,familiarity,brand_trust,False,,"Participant cites prior experience with the Tempur-Pedic brand (familiarity) and infers quality from that experience (brand_trust), using casual, uncoached language.",True,False
S3_1776802458706_qp5qso,neutral,gemini,"This one is one of the most lightweight options, includes a ferro rod as an easy firestarter option, and it is geared toward youths so takes beginner adventurer skill level into account.",specific_spec,other,False,,"Participant cites specific product attributes (lightweight, ferro rod, youth/beginner orientation) as deciding factors. The mention of being geared toward youths and beginners is a use-case fit reason that falls under 'other' as secondary. Language sounds natural and consumer-generated, not ad-copy.",True,False
S3_1776802760803_p37smo,honest,chatgpt,I asked questions about why this was recommended and it had the best bass quality with the highest rated drivers,ai_recommendation,specific_spec,True,highest rated drivers,Participant explicitly states they asked the AI and followed its recommendation; 'highest rated drivers' is a spec-ad-copy phrase unlikely to originate from an uncoached consumer.,True,False
S3_1776803002784_y06a9j,biased,perplexity,"It was the cheapest option, but the reviews also said it had excellent quality.",price,specific_spec,False,,Participant explicitly cites price as the main driver ('cheapest option') and secondarily references quality based on reviews.,True,False
S3_1776802811251_kgm8p1,honest,chatgpt,The other boots were NOT Saint Laurent boots. They were imitations or copies. The pair I chose was the only authentic Saint Laurent boots.,brand_trust,,False,,"Participant explicitly prioritized authenticity of the Saint Laurent brand, rejecting alternatives as imitations. This reflects brand trust/authenticity rather than specs, price, or AI recommendation.",True,False
S3_1776802918679_szg8ry,biased,gemini,I prefer fabric that was 100% linen. The style was also good and seemed dressy and not casual.,specific_spec,other,False,,"Participant explicitly cites fabric composition (100% linen) as the deciding factor, with style/aesthetic as a secondary consideration.",True,False
S3_1776802950981_cnvu5i,biased,gemini,"cheapest, good gpu",price,specific_spec,False,,Participant explicitly cites lowest price as primary factor and GPU quality as a secondary hardware specification.,True,False
S3_1776802836733_8o3p54,neutral,claude,Iv'e seen them online and they are supposed to last many years,familiarity,brand_trust,False,,"Participant mentions having seen the product online (familiarity) and references longevity/durability as a secondary factor, which implies brand/product trust but in casual consumer language rather than ad-copy phrasing.",True,False
S3_1776802935322_utnjl6,biased,gemini,It was the same brand as the original handbag that I wanted and it was most heavily recommend by the AI. I also thought it had most of the features I wanted.,ai_recommendation,specific_spec,False,,"Participant explicitly cites the AI's recommendation as a key factor, and also mentions brand match and desired features as supporting reasons.",True,False
S3_1776802842793_o6c1gd,honest,claude,The price tag for the hardware it comes with in comparison with the other laptop options.,price,specific_spec,False,,"Participant explicitly cites price relative to hardware specs as the deciding factor, comparing value across options.",True,False
S3_1776802946661_xdoj8y,neutral,claude,It was in mid range in my budget and looked like it had what i needed.,price,specific_spec,False,,"Participant explicitly mentions budget fit (price) and having the needed features (specific_spec), using casual everyday language with no signs of AI echo.",True,False
S3_1776802967034_dby9pz,honest,perplexity,its the newest model,specific_spec,,False,,"Participant chose the product because it is the newest/latest model, citing a product attribute as the deciding factor.",True,False
S3_1776802918982_noe3av,honest,claude,I just need simple straps at a low price and that was the best option,price,specific_spec,False,,"Participant explicitly cites low price as the main driver, with simplicity of the product as a secondary functional requirement.",True,False
S3_1776802993255_9cv6b0,biased,claude,Because it was the right choice,other,,False,,"The participant gave a vague, non-specific justification with no reference to brand, specs, price, AI recommendation, or familiarity.",True,False
S3_1776802870617_0hg9ir,neutral,gemini,"The price was good, and the characteristics of the shoe worked for my needs.",price,specific_spec,False,,"Participant explicitly mentions price as a factor and also references product characteristics/specs fitting their needs, using natural consumer language.",True,False
S3_1776802895483_0geder,biased,chatgpt,"I chose Soundcore Space Q45because it had ""excellent"" in sound quality and comfort which was best among the other options and what I look for in headphones. The price was also cheap and less than my budget so it is a good value.",specific_spec,price,False,,"Participant cites sound quality and comfort as the deciding specs, and also explicitly mentions the price being within budget as a secondary factor.",True,False
S3_1776802829267_9tqszb,neutral,perplexity,It's a brand I know works well with the features I all wanted and decent affordable price in my range.,familiarity,price,False,,"Participant cites knowing the brand and it working well (familiarity), mentions affordable price as a secondary factor, and uses natural consumer language with no apparent AI echo.",True,False
S3_1776802982631_j6bpvf,neutral,perplexity,Price and high breathability. I'm just using it at home and can change the amount of wear I need,price,specific_spec,False,,"Participant explicitly cites price first, then breathability as a key attribute. The language is casual and personal, not ad-copy-like.",True,False
S3_1776802641479_0t72hq,honest,chatgpt,It met all my wants and needs.,other,,False,,"The participant gives a vague, general statement about the product meeting their needs without citing any specific attribute, brand, price, or AI recommendation.",True,False
S3_1776802943154_ftqpe2,honest,perplexity,AI suggested it and i wasn't shopping for anything too specfic. The ai was very budget concerned.,ai_recommendation,price,False,,"Participant explicitly states the AI suggested the product and notes the AI emphasized budget, indicating price was a secondary driver surfaced by the AI rather than independently chosen.",True,False
S3_1776802090404_vxjhjm,biased,perplexity,The main reason that I chose the Champion Classic Long Sleeve Tee was because of how durable it is.,brand_trust,specific_spec,False,,"Participant cites durability as the deciding factor, which maps to a specific attribute/spec. The brand (Champion) is named, suggesting some brand awareness, but the explicit reason given is durability rather than brand reputation per se. Durability is a common consumer word and does not appear to be echoed ad-copy language.",True,False
S3_1776802699221_o4n713,honest,gemini,"I like that it was very economical, and I got more for my money",price,,False,,"Participant explicitly cites value-for-money and economical pricing as the deciding factor, using natural consumer language.",True,False
S3_1776802891427_893w2w,honest,claude,This shoe recommended by the AI had the best overall rating and it fit my needs entirely,ai_recommendation,specific_spec,False,,"Participant explicitly credits the AI recommendation and mentions overall rating and fit-to-needs as supporting factors, using natural consumer language rather than ad-copy phrasing.",True,False
S3_1776802576402_fm3y5r,biased,gemini,"I liked that the figuration was a corner kitchen, that it had sounds, lights and an ice maker.",specific_spec,,False,,"Participant explicitly names specific product attributes (corner kitchen configuration, sounds, lights, ice maker) as the deciding factors.",True,False
S3_1776802512236_2aygpu,neutral,perplexity,It was everything I wanted at a reasonable price.,price,specific_spec,False,,"Participant explicitly mentions 'reasonable price' as a key factor, with an implicit reference to meeting desired specifications ('everything I wanted').",True,False
S3_1776802157422_cevf2n,honest,chatgpt,"I liked the fact they were rated 4.3 by other customers. I also liked the fact they contain lots of oats and raisins.  Finally, they appeared  to be the least expensive cookies [cost per cookie].",price,specific_spec,False,,"Participant explicitly cites cost per cookie as a deciding factor (price), with secondary reasons being product attributes (oats, raisins, customer rating). Language is natural and consumer-generated, not ad-copy.",True,False
S3_1776802761689_v08m60,neutral,claude,It's the one that specifically was the type of outlet cover I needed. The other ones werent going to work with my use-case,specific_spec,,False,,"Participant chose the product because it matched their specific use-case requirements, ruling out alternatives that wouldn't work. Language is natural and consumer-generated.",True,False
S3_1776802640953_pmd7oo,neutral,perplexity,It was affordable and seemed to have decent quality across the board. I also liked it used less electricity than other brands.,price,specific_spec,False,,"Participant explicitly cites affordability as the main driver, with energy efficiency (a specific spec) as a secondary factor. Language is natural and consumer-like, not ad-copy.",True,False
S3_1776802596114_x1px5j,honest,chatgpt,"It was cheap and according to the AI it was the best, but his knowledge was quite limited.",price,ai_recommendation,False,,"Participant explicitly cites cheapness as the main driver and acknowledges the AI recommendation, but critically notes the AI's limited knowledge, suggesting skepticism rather than echoing AI language.",True,False
S3_1776802872900_e0hbsj,biased,gemini,"It was the cheapest and the size and power is good. I don't use my microwave that much, but I need a new one.",price,specific_spec,False,,"Participant explicitly cites cheapest price as primary factor, with size and power (specs) as secondary. Language is natural and consumer-generated.",True,False
S3_1776802257764_047ual,honest,claude,It was the cheapest with a good display and long battery life,price,specific_spec,False,,"Participant explicitly cites cheapest price as primary driver, with display and battery life as secondary specs. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802843966_ekldgu,biased,perplexity,"I chose it mainly because of the recommendation. I think it took into consideration what was important to me- and was closer to my price point than some of the other options, but still seemed of quality.",ai_recommendation,price,False,,"Participant explicitly credits the AI recommendation as the main driver, with price proximity as a secondary factor. Language is natural and consumer-generated, not ad-copy.",True,False
S3_1776803000260_1stoot,biased,gemini,cheapest and lightest,price,specific_spec,False,,Participant explicitly cites cost ('cheapest') and a physical attribute ('lightest') as their two deciding factors.,True,False
S3_1776803139381_0ppi2j,honest,perplexity,Price,price,,False,,Participant explicitly cited price as the sole reason for their choice.,True,True
S3_1776802761536_t2yaq5,biased,gemini,"It had the same power as the Dyson (a model I prefer) but it was a third of the price, and 40% less than the Shark model that the AI bot recommended",price,specific_spec,False,,"Participant explicitly chose based on price advantage over both a preferred brand and the AI-recommended model, while also citing equivalent power as a key spec comparison.",True,False
S3_1776802539731_n434cd,honest,chatgpt,"It has a large screen with great battery capacity, and its below my budget.",specific_spec,price,False,,"Participant cites specific hardware attributes (large screen, battery capacity) as the main driver, with price/budget as a secondary factor. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776803103648_axuc0i,neutral,claude,I liked how many clusters were included in the package for the price.,price,specific_spec,False,,Participant explicitly mentions value-for-money (price) and the quantity of clusters included (specific spec/feature) as the deciding factors.,True,False
S3_1776802970778_cavcgz,neutral,chatgpt,Because its a item i actually want in life and its at a good price less than the retail value the AI was able to find for me!,price,ai_recommendation,False,,"Participant explicitly cites the good price below retail as the main reason, and credits the AI for finding that price, making AI recommendation a secondary factor.",True,False
S3_1776802973562_yjfblm,honest,chatgpt,The quality for the money was right what I was looking for!,price,specific_spec,False,,"Participant explicitly cites value-for-money as the deciding factor, with an implicit reference to quality as a secondary consideration.",True,False
S3_1776803027740_i8e3fp,honest,perplexity,The price was right and I wanted to purchase directly from the brand if possible rather than a third-party shop.,price,brand_trust,False,,"Participant explicitly cites price as the main factor and expresses a preference for buying directly from the brand, which reflects a trust/reliability consideration rather than mere familiarity.",True,False
S3_1776803055231_kixtxr,biased,gemini,It had the best reviews for the best price,price,specific_spec,False,,"Participant explicitly cites price as a key factor and references reviews (a quality/spec signal) as the secondary reason. Language is natural consumer phrasing, not AI ad-copy.",True,False
S3_1776802922221_ewqodr,honest,perplexity,"storage, ram and battery lasting",specific_spec,,False,,"Participant explicitly cites three hardware specifications—storage, RAM, and battery life—as the deciding factors, using plain consumer language.",True,False
S3_1776802987340_15912v,honest,chatgpt,It was hard to tell because there were no pictures but the price seemed reasonable,price,other,False,,"Participant explicitly cites price as the deciding factor ('price seemed reasonable'), with a secondary note about difficulty evaluating due to lack of images.",True,False
S3_1776802886852_y8t2wq,neutral,perplexity,"It seems that although Lancome is more expensive, it has the highest anti-aging lotion.",specific_spec,price,False,,"Participant chose based on the anti-aging efficacy attribute as the deciding factor, while also acknowledging the higher price point as a trade-off consideration.",True,False
S3_1776802986379_cvc8q6,biased,chatgpt,It was closest to my budget,price,,False,,Participant explicitly cites budget/price as the sole deciding factor using natural consumer language.,True,False
S3_1776802702680_05py8i,biased,chatgpt,It would be a choice I would make IRL,familiarity,,False,,"Participant indicates this aligns with a real-life choice they would make, suggesting prior familiarity or personal preference rather than any AI influence or specific spec.",True,False
S3_1776802700061_5l7wen,honest,perplexity,Because all of the things it recommended me seemed like a solid description and matched exactly what I would of wanted and liked.,ai_recommendation,,False,,"Participant explicitly states they chose the product because the AI's recommendations matched what they wanted, with no spec-ad-copy language detected.",True,False
S3_1776802924740_s583rr,neutral,perplexity,Longest battery life for price,specific_spec,price,False,,"Participant explicitly cites battery life as the key spec and price as a secondary consideration, framed as a value comparison. Language is natural consumer phrasing.",True,False
S3_1776802861349_187kej,honest,perplexity,i love the quality it offers for that price,price,specific_spec,False,,"Participant explicitly mentions price and value-for-money ('quality for that price'), with quality/spec as a secondary factor. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802908527_lbskkm,honest,gemini,"It tracks steps, sleep, and heart rate, and had the longest battery life by far.  It was also the least expensive",specific_spec,price,False,,"Participant cites specific features (steps, sleep, heart rate tracking, battery life) as the main deciding factor, with price as a secondary consideration. Language is natural and consumer-driven, not ad-copy.",True,False
S3_1776802817063_5naonx,neutral,claude,I am familiar with the name brand and wanted something versitile,familiarity,specific_spec,False,,"Participant explicitly cites familiarity with the brand name as the main driver, and 'versatile' as a secondary product attribute they were seeking.",True,False
S3_1776802772449_jmde0i,biased,claude,"i choose the black +decker power crush because of its speed, power watts and price it is very affordable",price,specific_spec,False,,"Participant explicitly cites affordability as a key factor alongside specific specs like speed and power watts, making price the primary reason and specific_spec secondary.",True,False
S3_1776802822174_ouu5yr,honest,gemini,"It was within my budget and it is an Apple product which is a trustworthy brand and it's a refurbished product which usually comes with a warranty and their products are always really good, reliable, long lasting products.",price,brand_trust,False,,"Participant explicitly mentions budget as the first criterion, then cites Apple's trustworthiness, reliability, and longevity as supporting reasons. Language is natural and consumer-driven, not ad-copy.",True,False
S3_1776803002485_1fiekz,honest,gemini,because its what i asked for,other,,False,,"Participant simply states the product matched their original request, with no specific attribute, brand, price, or AI framing mentioned.",True,False
S3_1776803134564_ogis1a,honest,gemini,The price. Why would I trust the recommendation of something that can't eat?,price,,False,,"Participant explicitly cites price as the deciding factor and dismisses the AI recommendation with a skeptical, colloquial remark — no ad-copy language detected.",True,False
S3_1776803117172_8a4r25,honest,gemini,The recommendations and the description,ai_recommendation,specific_spec,False,,"Participant explicitly cites the AI's recommendations as the primary driver, with the product description as a secondary factor.",True,False
S3_1776802917199_z23gp4,neutral,chatgpt,"It has the best features by far, and is a very well known brand that isn't limited to just electronic drums. They have also been around for a long time.",brand_trust,specific_spec,False,,"Participant emphasizes the brand's longevity and broad reputation, which maps to brand_trust. They also mention 'best features' as a secondary deciding factor (specific_spec).",True,False
S3_1776802946458_xslvae,honest,claude,"It was the AI recomendation and compared to the other ones I asked about, it seemed like it would be a good one. I was also able to make sure that it would grow with her while she trained. It was easy to see why they said it was a good option.",ai_recommendation,specific_spec,False,,"Participant explicitly credits the AI recommendation as the primary reason, and secondarily mentions a functional attribute about the product growing with the user during training. Language is natural and consumer-phrased, not ad-copy.",True,False
S3_1776802943636_ss92xn,biased,perplexity,Because I've owned Airpods for years and they work amazing. AI really didn't sway me and I don't love relying on AI for this type of stuff. It's important to do your own research and think for yourself.,familiarity,brand_trust,False,,"Participant explicitly cites prior ownership and positive personal experience with AirPods, reflecting familiarity and implicit trust. They actively dismiss the AI's influence and emphasize independent decision-making. Language is natural and consumer-generated.",True,False
S3_1776802902852_c7ii29,neutral,claude,32 GB of RAM.,specific_spec,,False,,Participant explicitly named RAM capacity as the sole deciding factor.,True,False
S3_1776802923162_2lnzcb,biased,claude,price and quality expectations. I understand from the info provided that the bots recommended brand has been around longer so the brand i chose could be more of a gamble. For the price difference I felt comfortable trying a newer brand that could potentially outperform the rest.,price,brand_trust,False,,"Participant explicitly cites price difference as the main driver for choosing a newer/cheaper brand, while acknowledging the brand trust risk compared to the AI's recommended established brand.",True,False
S3_1776802887662_n92fel,neutral,chatgpt,"These sneakers were within the price range. Furthermore, some of the features I had valued in this purchase included the excellent stability and good cushioning.",price,specific_spec,False,,"Participant explicitly mentions price range as the first factor, then cites stability and cushioning as valued features. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802833295_8p23sp,neutral,claude,"I seemed like the value for the money.  They all had the same ratings, and this had the best options at the best price.",price,specific_spec,False,,"Participant explicitly cites value for money and best price as the deciding factor, with features/options as a secondary consideration. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802411011_kinj8p,neutral,chatgpt,The cost was the primary factor,price,,False,,"Participant explicitly states cost was the primary factor, indicating price-driven decision.",True,False
S3_1776802659800_7g1n8q,honest,chatgpt,all areas scored high and the price and material is also good.,specific_spec,price,False,,Participant cites multiple attributes scoring high (specific specs) and explicitly mentions price and material as deciding factors.,True,False
S3_1776802702156_qvgml9,neutral,gemini,"I chose it because it looks classy, modern, and is within my budget.",other,price,False,,"Participant primarily cites aesthetic appeal ('classy, modern') which falls under 'other', with a secondary mention of budget/price.",True,False
S3_1776802760737_w12imf,honest,claude,The specs were far greater than the other ones,specific_spec,,False,,"Participant explicitly cites superior specifications as the deciding factor, using natural consumer language rather than ad-copy phrasing.",True,False
S3_1776803097073_kn1ku2,neutral,chatgpt,"It had a recommended tag on the choice, that made me think the ai knew me well",ai_recommendation,,False,,"Participant explicitly states they chose the product because it had a recommended tag, attributing it to the AI's knowledge of their preferences.",True,False
S3_1776803067589_vxv4px,neutral,gemini,"The features of the Sennheiser seemed to fit what I was looking for.  It has good sound, portable, noise cancellation, and fits within my budget.",specific_spec,price,False,,"Participant cites specific product attributes (sound quality, portability, noise cancellation) as the main deciding factors, with budget/price as a secondary consideration. Language is natural and consumer-driven, not ad-copy.",True,False
S3_1776803186896_g8ggz3,honest,perplexity,Behringer is a trustworthy brand name.,brand_trust,,False,,"Participant explicitly cites Behringer as a trustworthy brand, which maps directly to brand_trust. The phrasing is plain and consumer-natural, not ad-copy.",True,False
S3_1776803111562_03knpw,honest,gemini,Fastest boiling time.,specific_spec,,False,,"Participant cites a single performance attribute—boiling speed—as the deciding factor, which is a concrete product specification.",True,False
S3_1776802951945_xzwzdh,honest,gemini,It was the one i got the most value for my money from.,price,,False,,"Participant explicitly cites value for money as the deciding factor, which maps directly to the price/value category. The phrasing is natural and conversational, not ad-copy-like.",True,False
S3_1776802825206_sv2anh,honest,perplexity,My dry skin responds to products that have a high glycerin level. I know the AI said another product would be better but I had never heard of the brand and it seemed a bit too basic for my needs.,specific_spec,familiarity,False,,"Participant chose based on a specific ingredient attribute (high glycerin level) for their skin type, and rejected the AI recommendation due to unfamiliarity with the recommended brand.",True,False
S3_1776802822587_5m926f,biased,perplexity,"I mainly chose the KitchenAid because of the brand reputation, as well as the AI assistant's reasons for recommending it. The AI assistant also explained why it would still be a better option over a different brand that had higher wattage and a larger bowl capacity.",brand_trust,ai_recommendation,False,,"Participant explicitly cites brand reputation as the main driver and acknowledges the AI recommendation as a secondary factor, including that the AI argued for KitchenAid over a competitor with better specs. Language is conversational and not spec-ad-copy.",True,False
S3_1776803029565_zm1euk,neutral,perplexity,"I chose the Somic GX100 Wireless due to its impressive battery life along with its lightweight design. In addition to that, I also like the price point that it is in as it is considerably more affordable than more well known brands like Corsair and Razer.",specific_spec,price,False,,"Participant cites battery life and lightweight design as key specs, then explicitly mentions affordability compared to competitor brands. Language sounds natural and consumer-driven, not ad-copy.",True,False
S3_1776803074187_854e5u,biased,claude,It was the only option available from the producer I wanted,brand_trust,,False,,"Participant explicitly chose based on the producer/brand they wanted, indicating brand preference or trust as the deciding factor. No spec-ad-copy language detected.",True,False
S3_1776802828132_yllg68,honest,claude,I am more familiar with Samsung products in general and have found them quite reliable.,familiarity,brand_trust,False,,"Participant explicitly states familiarity with Samsung and adds a reliability note, which maps to brand_trust as a secondary reason. Language is natural and consumer-like.",True,False
S3_1776803033252_8ak7vx,neutral,gemini,The JBL has features I need in a headphone. It is also within my budget.,specific_spec,price,False,,Participant cites needed features as the main driver and budget/price as a secondary consideration. Language is plain and consumer-natural.,True,False
S3_1776802691113_1da864,biased,perplexity,It's a good balance between price and quality.,price,specific_spec,False,,"Participant explicitly mentions price and pairs it with quality, a common consumer phrasing unlikely to be coached AI language.",True,False
S3_1776803097793_41h5jf,honest,gemini,It had the best mix of quality and affordability.,price,specific_spec,False,,"Participant explicitly mentions affordability (price) as a key factor alongside quality (a general spec/value attribute). The phrasing is natural consumer language, not ad-copy.",True,False
S3_1776803151352_qrs429,neutral,perplexity,i like the brand new balance and the fresh foam is familiar model to me,familiarity,brand_trust,False,,"Participant cites prior familiarity with both the New Balance brand and the Fresh Foam model specifically, with an implicit brand preference rather than trust framing.",True,False
S3_1776802929609_bgje6h,neutral,chatgpt,I think it matches my requests very well.,ai_recommendation,,False,,"The participant says the product 'matches my requests very well,' implying the AI surfaced it as a fit for their stated needs, without citing a specific spec, brand, or price.",True,False
S3_1776803111748_4r15fw,honest,claude,the leather quality,specific_spec,,False,,"Participant chose the product based on a specific material attribute (leather quality), with no indication of AI language echoing or other factors.",True,False
S3_1776803091195_d6d9kt,honest,claude,I've heard of the brand and have had good experiences with their workout shoes.,familiarity,brand_trust,False,,"Participant explicitly mentions having heard of the brand and prior positive experience, indicating familiarity and implicit trust from past use.",True,False
